Gene name,Strand,RefSeq mRNA ID,NCBI gene (formerly Entrezgene) ID
MGAT4C,-1,NM_001351289,25834
MGAT4C,-1,NM_001351291,25834
MGAT4C,-1,NM_013244,25834
MGAT4C,-1,NM_001351286,25834
MGAT4C,-1,NM_001351285,25834
MGAT4C,-1,NM_001351284,25834
MGAT4C,-1,NM_001351283,25834
BRD7P6,1,,
TGFA-IT1,-1,,
PSMD1,1,,5707
PSMD1,1,NM_002807,5707
PSMD1,1,NM_001191037,5707
PITPNM2,-1,NM_001300801,57605
PITPNM2,-1,NM_001384668,57605
PITPNM2,-1,NM_001384661,57605
PITPNM2,-1,NM_020845,57605
PITPNM2,-1,NM_001384664,57605
PITPNM2,-1,NM_001384663,57605
PITPNM2,-1,NM_001384662,57605
PITPNM2,-1,NM_001384660,57605
PITPNM2,-1,,57605
PITPNM2,-1,NM_001384667,57605
PITPNM2,-1,NM_001384666,57605
PITPNM2,-1,NM_001384665,57605
FZD10,1,,11211
FZD10,1,NM_007197,11211
TMEM52B,1,NM_001384894,120939
TMEM52B,1,NM_001079815,120939
TMEM52B,1,,120939
TMEM52B,1,NM_001384898,120939
TMEM52B,1,NM_153022,120939
TMEM52B,1,NM_001384895,120939
TMEM52B,1,NM_001384896,120939
TMEM52B,1,NM_001384897,120939
CCDC91,1,,55297
CCDC91,1,NM_001330367,55297
CCDC91,1,NM_001352086,55297
CCDC91,1,NM_001352079,55297
CCDC91,1,NM_001387000,55297
CCDC91,1,NM_001352081,55297
CCDC91,1,NM_001352082,55297
CCDC91,1,NM_001352078,55297
CCDC91,1,NM_001352080,55297
CCDC91,1,NM_018318,55297
CCDC91,1,NM_001352084,55297
CCDC91,1,NM_001352083,55297
CCDC91,1,NM_001352087,55297
OR4C11,-1,NM_001004700,219429
OR9I1,-1,NM_001005211,219954
OR9I1,-1,,219954
TBX10,-1,NM_005995,347853
OR56A1,-1,NM_001388488,120796
OR56A1,-1,NM_001001917,120796
OR56A1,-1,,120796
OR5B21,-1,NM_001005218,219968
OR10AG1,-1,NM_001005491,282770
OR10AG1,-1,,282770
OR51I1,-1,NM_001005288,390063
OR51B2,-1,NM_033180,79345
OR4C5,-1,NM_001348223,79346
OR52H1,-1,,390067
OR52H1,-1,NM_001005289,390067
,-1,NM_001375848,100133315
,-1,,100133315
,-1,NM_001375847,100133315
EPHB1,1,NM_004441,2047
EPHB1,1,,2047
CCDC73,-1,NM_001008391,493860
CCDC73,-1,,493860
PUM1,-1,,9698
PUM1,-1,NM_014676,9698
PUM1,-1,NM_001020658,9698
DEPDC4,-1,,120863
DEPDC4,-1,NM_152317,120863
DEPDC4,-1,NM_001387206,120863
DEPDC4,-1,NM_001387213,120863
DEPDC4,-1,NM_001387205,120863
DEPDC4,-1,NM_001387207,120863
DEPDC4,-1,NM_001387201,120863
DEPDC4,-1,NM_001387211,120863
DEPDC4,-1,NM_001387209,120863
DEPDC4,-1,NM_001364818,120863
DEPDC4,-1,NM_001319311,120863
DEPDC4,-1,NM_001387208,120863
DEPDC4,-1,NM_001387212,120863
DEPDC4,-1,NM_001319310,120863
HOATZ,1,NM_001100388,399949
HOATZ,1,,399949
HOATZ,1,NM_207430,399949
C17orf67,-1,,339210
C17orf67,-1,NM_001085430,339210
PLEKHG6,1,NM_018173,55200
PLEKHG6,1,NM_001384601,55200
PLEKHG6,1,NM_001384602,55200
PLEKHG6,1,NM_001384603,55200
PLEKHG6,1,,55200
PLEKHG6,1,NM_001144856,55200
PLEKHG6,1,NM_001144857,55200
PLEKHG6,1,NM_001384604,55200
PLEKHG6,1,NM_001384598,55200
PLEKHG6,1,NM_001384599,55200
PLEKHG6,1,NM_001384600,55200
OR5AP2,-1,NM_001002925,338675
OR4D6,1,NM_001004708,219983
MAP4,-1,,4134
MAP4,-1,NM_001384681,4134
MAP4,-1,NM_001384756,4134
MAP4,-1,NM_001134364,4134
MAP4,-1,NM_001384789,4134
MAP4,-1,NM_001384793,4134
MAP4,-1,NM_001384797,4134
MAP4,-1,NM_001384744,4134
MAP4,-1,NM_001384791,4134
MAP4,-1,NM_001384794,4134
MAP4,-1,NM_001384731,4134
MAP4,-1,NM_001384790,4134
MAP4,-1,NM_001384792,4134
MAP4,-1,NM_001384796,4134
MAP4,-1,NM_001384788,4134
MAP4,-1,NM_001384736,4134
MAP4,-1,NM_001384795,4134
MAP4,-1,NM_001385664,4134
MAP4,-1,NM_001384845,4134
MAP4,-1,NM_001384839,4134
MAP4,-1,NM_001384817,4134
MAP4,-1,NM_001384753,4134
MAP4,-1,NM_001384746,4134
MAP4,-1,NM_001384757,4134
MAP4,-1,NM_001384864,4134
MAP4,-1,NM_001384787,4134
MAP4,-1,NM_001384780,4134
MAP4,-1,NM_001384782,4134
MAP4,-1,NM_001384869,4134
MAP4,-1,NM_001384828,4134
MAP4,-1,NM_001384777,4134
MAP4,-1,NM_001384730,4134
MAP4,-1,NM_001384807,4134
MAP4,-1,NM_001384842,4134
MAP4,-1,NM_001384803,4134
MAP4,-1,NM_001384843,4134
MAP4,-1,NM_001384776,4134
MAP4,-1,NM_001384758,4134
MAP4,-1,NM_001384825,4134
MAP4,-1,NM_001384876,4134
MAP4,-1,NM_001384835,4134
MAP4,-1,NM_001384812,4134
MAP4,-1,NM_001384815,4134
MAP4,-1,NM_001384802,4134
MAP4,-1,NM_001384877,4134
MAP4,-1,NM_001384760,4134
MAP4,-1,NM_001384826,4134
MAP4,-1,NM_001384866,4134
MAP4,-1,NM_001384759,4134
MAP4,-1,NM_001384850,4134
MAP4,-1,NM_001384804,4134
MAP4,-1,NM_001384893,4134
MAP4,-1,NM_001384837,4134
MAP4,-1,NM_001384675,4134
MAP4,-1,NM_001384806,4134
MAP4,-1,NM_001384868,4134
MAP4,-1,NM_001384834,4134
MAP4,-1,NM_001384784,4134
MAP4,-1,NM_001384762,4134
MAP4,-1,NM_001384856,4134
MAP4,-1,NM_001384778,4134
MAP4,-1,NM_001384861,4134
MAP4,-1,NM_001384809,4134
MAP4,-1,NM_001384752,4134
MAP4,-1,NM_001384870,4134
MAP4,-1,NM_001384847,4134
MAP4,-1,NM_001384733,4134
MAP4,-1,NM_001384824,4134
MAP4,-1,NM_001384820,4134
MAP4,-1,NM_001384827,4134
MAP4,-1,NM_001384871,4134
MAP4,-1,NM_001384838,4134
MAP4,-1,NM_001384677,4134
MAP4,-1,NM_001384846,4134
MAP4,-1,NM_001384774,4134
MAP4,-1,NM_001384751,4134
MAP4,-1,NM_001384819,4134
MAP4,-1,NM_001384735,4134
MAP4,-1,NM_001384734,4134
MAP4,-1,NM_001384781,4134
MAP4,-1,NM_001384879,4134
MAP4,-1,NM_002375,4134
MAP4,-1,NM_001384679,4134
MAP4,-1,NM_001384873,4134
MAP4,-1,NM_001384872,4134
MAP4,-1,NM_001384875,4134
MAP4,-1,NM_001384678,4134
MAP4,-1,NM_001384738,4134
MAP4,-1,NM_001384863,4134
MAP4,-1,NM_001384729,4134
MAP4,-1,NM_001385692,4134
MAP4,-1,NM_001385690,4134
MAP4,-1,NM_001385691,4134
MAP4,-1,NM_030885,4134
MAP4,-1,NM_001384862,4134
MAP4,-1,NM_001384867,4134
MAP4,-1,NM_001384848,4134
MAP4,-1,NM_001384680,4134
MAP4,-1,NM_001384811,4134
MAP4,-1,NM_001384857,4134
MAP4,-1,NM_001384783,4134
MAP4,-1,NM_001384786,4134
MAP4,-1,NM_001384816,4134
MAP4,-1,NM_001384851,4134
MAP4,-1,NM_001384841,4134
MAP4,-1,NM_001384832,4134
MAP4,-1,NM_001384808,4134
MAP4,-1,NM_001384805,4134
MAP4,-1,NM_001384707,4134
MAP4,-1,NM_001384853,4134
MAP4,-1,NM_001384755,4134
MAP4,-1,NM_001384836,4134
MAP4,-1,NM_001384874,4134
MAP4,-1,NM_001384892,4134
MAP4,-1,NM_001384813,4134
MAP4,-1,NM_001384878,4134
MAP4,-1,NM_001384785,4134
MAP4,-1,NM_001384831,4134
MAP4,-1,NM_001384844,4134
MAP4,-1,NM_001384840,4134
MAP4,-1,NM_001384779,4134
MAP4,-1,NM_001384761,4134
MAP4,-1,NM_001384737,4134
MAP4,-1,NM_001384800,4134
MAP4,-1,NM_001384676,4134
MAP4,-1,NM_001384810,4134
MAP4,-1,NM_001384814,4134
MAP4,-1,NM_001384754,4134
MAP4,-1,NM_001384798,4134
MAP4,-1,NM_001384859,4134
MAP4,-1,NM_001384748,4134
MAP4,-1,NM_001384745,4134
MAP4,-1,NM_001384849,4134
MAP4,-1,NM_001385676,4134
MAP4,-1,NM_001385685,4134
MAP4,-1,NM_001385684,4134
MAP4,-1,NM_001385677,4134
MAP4,-1,NM_001385665,4134
MAP4,-1,NM_001385682,4134
MAP4,-1,NM_001385675,4134
MAP4,-1,NM_001385681,4134
MAP4,-1,NM_001385686,4134
MAP4,-1,NM_001385688,4134
MAP4,-1,NM_001385689,4134
MAP4,-1,NM_001385687,4134
RIC8A,1,NM_001386941,60626
RIC8A,1,NM_001286134,60626
RIC8A,1,NM_021932,60626
RIC8A,1,,60626
RIC8A,1,NM_001386942,60626
DGKE,1,,8526
DGKE,1,NM_003647,8526
TRIM25,-1,,7706
TRIM25,-1,NM_005082,7706
PCNX3,1,NM_032223,399909
PCNX3,1,,399909
DTX1,1,,1840
DTX1,1,NM_004416,1840
SLC41A2,-1,NM_001387125,84102
SLC41A2,-1,NM_001352169,84102
SLC41A2,-1,NM_001387128,84102
SLC41A2,-1,NM_001387126,84102
SLC41A2,-1,NM_001352172,84102
SLC41A2,-1,NM_001387129,84102
SLC41A2,-1,NM_001352170,84102
SLC41A2,-1,NM_001352171,84102
SLC41A2,-1,NM_001387130,84102
SLC41A2,-1,NM_032148,84102
SLC41A2,-1,NM_001387127,84102
SLC41A2,-1,,84102
LPP,1,NM_001387682,4026
LPP,1,NM_001387680,4026
LPP,1,NM_001387683,4026
LPP,1,NM_001387678,4026
LPP,1,NM_001387681,4026
LPP,1,NM_001387677,4026
LPP,1,NM_001387679,4026
LPP,1,,4026
LPP,1,NM_001387676,4026
LPP,1,NM_001387675,4026
LPP,1,NM_001375457,4026
LPP,1,NM_001375456,4026
LPP,1,NM_001375455,4026
LPP,1,NM_001387672,4026
LPP,1,NM_001375461,4026
LPP,1,NM_001375460,4026
LPP,1,NM_001387671,4026
LPP,1,NM_001375458,4026
LPP,1,NM_001387673,4026
LPP,1,NM_001167672,4026
LPP,1,NM_001387669,4026
LPP,1,NM_001375465,4026
LPP,1,NM_005578,4026
LPP,1,NM_001387667,4026
LPP,1,NM_001387665,4026
LPP,1,NM_001387664,4026
LPP,1,NM_001167671,4026
LPP,1,NM_001375459,4026
LPP,1,NM_001387674,4026
LPP,1,NM_001387666,4026
LPP,1,NM_001375464,4026
LPP,1,NM_001387668,4026
LPP,1,NM_001375462,4026
LPP,1,NM_001375463,4026
LPP,1,NM_001387663,4026
LPP,1,NM_001387670,4026
WDR45B,-1,NM_019613,56270
WDR45B,-1,,56270
DPAGT1,-1,,1798
DPAGT1,-1,NM_001382,1798
BBS5,1,,129880
BBS5,1,NM_152384,129880
ATF7IP,1,,55729
ATF7IP,1,NM_001286515,55729
ATF7IP,1,NM_001286514,55729
ATF7IP,1,NM_001388184,55729
ATF7IP,1,NM_181352,55729
ATF7IP,1,NM_001388179,55729
ATF7IP,1,NM_018179,55729
ATF7IP,1,NM_001388180,55729
ATF7IP,1,NM_001388181,55729
ATF7IP,1,NM_001388182,55729
ATF7IP,1,NM_001388183,55729
EFCC1,1,NM_024768,79825
EFCC1,1,,79825
EFCC1,1,NM_001377500,79825
KLHL41,1,NM_006063,10324
KLHL41,1,,10324
MGLL,-1,,11343
MGLL,-1,NM_001388317,11343
MGLL,-1,NM_001388315,11343
MGLL,-1,NM_001388318,11343
MGLL,-1,NM_007283,11343
MGLL,-1,NM_001388312,11343
MGLL,-1,NM_001388316,11343
MGLL,-1,NM_001003794,11343
MGLL,-1,NM_001388313,11343
MGLL,-1,NM_001388314,11343
MGLL,-1,NM_001256585,11343
RAB40B,-1,NM_006822,10966
RAB40B,-1,,10966
FASTKD1,-1,NM_001322048,79675
FASTKD1,-1,NM_024622,79675
FASTKD1,-1,NM_001322046,79675
FASTKD1,-1,,79675
FASTKD1,-1,NM_001322049,79675
FASTKD1,-1,NM_001281476,79675
TNFRSF25,-1,,8718
TNFRSF25,-1,NM_148965,8718
TNFRSF25,-1,NM_003790,8718
TNFRSF25,-1,NM_148966,8718
TNFRSF25,-1,NM_148967,8718
TNFRSF25,-1,NM_148970,8718
TNFRSF25,-1,NM_001039664,8718
MIR4525,-1,,100616196
,-1,,101929552
FN3KRP,1,NM_024619,79672
FN3KRP,1,,79672
PPIG,1,,9360
PPIG,1,NM_004792,9360
ARPP21,1,,10777
ARPP21,1,NM_001267616,10777
ARPP21,1,NM_001385489,10777
ARPP21,1,NM_001385488,10777
ARPP21,1,NM_001385497,10777
ARPP21,1,NM_001385563,10777
ARPP21,1,NM_001385492,10777
ARPP21,1,NM_001385556,10777
ARPP21,1,NM_001385491,10777
ARPP21,1,NM_001385496,10777
ARPP21,1,NM_001267617,10777
ARPP21,1,NM_001385565,10777
ARPP21,1,NM_001385573,10777
ARPP21,1,NM_001385574,10777
ARPP21,1,NM_001385566,10777
ARPP21,1,NM_001385577,10777
ARPP21,1,NM_001385578,10777
ARPP21,1,NM_001385582,10777
ARPP21,1,NM_001385576,10777
ARPP21,1,NM_001385584,10777
ARPP21,1,NM_001385581,10777
ARPP21,1,NM_001385580,10777
ARPP21,1,NM_016300,10777
ARPP21,1,NM_001267618,10777
ARPP21,1,NM_001025069,10777
ARPP21,1,NM_001025068,10777
ARPP21,1,NM_001385564,10777
ARPP21,1,NM_001267619,10777
ARPP21,1,NM_001385536,10777
ARPP21,1,NM_001385517,10777
ARPP21,1,NM_001385484,10777
ARPP21,1,NM_001385485,10777
ARPP21,1,NM_001385588,10777
ARPP21,1,NM_001385585,10777
ARPP21,1,NM_001385487,10777
ARPP21,1,NM_001385486,10777
ARPP21,1,NM_001385587,10777
ARPP21,1,NM_198399,10777
ARPP21,1,NM_001385490,10777
ARPP21,1,NM_001385562,10777
ARPP21,1,NM_001385495,10777
ARPP21,1,NM_001385558,10777
ARPP21,1,NM_001385567,10777
ARPP21,1,NM_001385590,10777
ARPP21,1,NM_001385595,10777
ARPP21,1,NM_001385594,10777
ARPP21,1,NM_001385589,10777
ARPP21,1,NM_001385593,10777
ARPP21,1,NM_001385592,10777
ARPP21,1,NM_001385591,10777
IRAG2,1,,4033
IRAG2,1,NM_001366540,4033
IRAG2,1,NM_001366547,4033
IRAG2,1,NM_001366544,4033
IRAG2,1,NM_001366541,4033
IRAG2,1,NM_006152,4033
IRAG2,1,NM_001366542,4033
IRAG2,1,NM_001366548,4033
IRAG2,1,NM_001366546,4033
IRAG2,1,NM_001366549,4033
IRAG2,1,NM_001366545,4033
IRAG2,1,NM_001366543,4033
IRAG2,1,NM_001204127,4033
IRAG2,1,NM_001204126,4033
CLPB,-1,NM_030813,81570
CLPB,-1,NM_001258392,81570
CLPB,-1,NM_001258394,81570
CLPB,-1,,81570
CLPB,-1,NM_001258393,81570
FN3K,1,NM_022158,64122
FN3K,1,,64122
TAF1B,1,,9014
TAF1B,1,NM_001318976,9014
TAF1B,1,NM_001318977,9014
TAF1B,1,NM_005680,9014
SEMA6C,-1,NM_001178061,10500
SEMA6C,-1,NM_001178062,10500
SEMA6C,-1,NM_030913,10500
SEMA6C,-1,,10500
PWP1,1,NM_007062,11137
PWP1,1,,11137
PWP1,1,NM_001317963,11137
PWP1,1,NM_001317962,11137
KIRREL3-AS2,1,,100874251
MIR3167,-1,,100422918
KIRREL3-AS3,1,,283165
CYCSP29,-1,,
RNU6-654P,1,,
CHRM4,-1,,1132
CHRM4,-1,NM_001366692,1132
CHRM4,-1,NM_000741,1132
GRHL1,1,,29841
GRHL1,1,NM_198182,29841
ARHGAP20,-1,NM_020809,57569
ARHGAP20,-1,,57569
ARHGAP20,-1,NM_001258415,57569
ARHGAP20,-1,NM_001258417,57569
ARHGAP20,-1,NM_001258416,57569
ARHGAP20,-1,NM_001258418,57569
ARHGAP20,-1,NM_001384657,57569
PRDM4,-1,NM_012406,11108
PRDM4,-1,,11108
,1,,101929162
ASCL4,1,NM_203436,121549
TMEM132B,1,NM_001366854,114795
TMEM132B,1,,114795
TMEM132B,1,NM_052907,114795
TMEM132B,1,NM_001286219,114795
MRPS21,1,NM_031901,54460
MRPS21,1,NM_018997,54460
KLF11,1,,8462
KLF11,1,NM_003597,8462
KLF11,1,NM_001177716,8462
KLF11,1,NM_001177718,8462
SLC5A9,1,,200010
SLC5A9,1,NM_001011547,200010
SLC5A9,1,NM_001135181,200010
DCDC1,-1,,341019
DCDC1,-1,NM_001367979,341019
DCDC1,-1,NM_181807,341019
DCDC1,-1,NM_020869,341019
DCDC1,-1,NM_001387275,341019
DCDC1,-1,NM_001387274,341019
CYS1,-1,NM_001037160,192668
CYS1,-1,,192668
RRM2,1,,6241
RRM2,1,NM_001165931,6241
RRM2,1,NM_001034,6241
PCBP2,1,NM_001098620,5094
PCBP2,1,NM_001128914,5094
PCBP2,1,NM_001128913,5094
PCBP2,1,NM_031989,5094
PCBP2,1,,5094
PCBP2,1,NM_005016,5094
PCBP2,1,NM_001128912,5094
PCBP2,1,NM_001128911,5094
DCAF1,-1,NM_014703,9730
DCAF1,-1,NM_001387581,9730
DCAF1,-1,NM_001171904,9730
DCAF1,-1,NM_001387582,9730
DCAF1,-1,,9730
DCAF1,-1,NM_001349171,9730
DCAF1,-1,NM_001349170,9730
DCAF1,-1,NM_001349168,9730
DCAF1,-1,NM_001387580,9730
DCAF1,-1,NM_001387579,9730
DCAF1,-1,NM_001387583,9730
DCAF1,-1,NM_001349169,9730
DCAF1,-1,NM_001387578,9730
SMTNL1,1,NM_001105565,219537
SMTNL1,1,,219537
CPNE4,-1,,131034
CPNE4,-1,NM_153429,131034
CPNE4,-1,NM_001289112,131034
CPNE4,-1,NM_001388326,131034
CPNE4,-1,NM_001388327,131034
CPNE4,-1,NM_130808,131034
NTM,1,NM_001352003,50863
NTM,1,NM_001048209,50863
NTM,1,,50863
NTM,1,NM_001352007,50863
NTM,1,NM_001386967,50863
NTM,1,NM_001386965,50863
NTM,1,NM_001386964,50863
NTM,1,NM_001352009,50863
NTM,1,NM_001352008,50863
NTM,1,NM_001352004,50863
NTM,1,NM_016522,50863
NTM,1,NM_001352006,50863
NTM,1,NM_001386968,50863
NTM,1,NM_001352002,50863
NTM,1,NM_001144058,50863
NTM,1,NM_001386969,50863
NTM,1,NM_001386966,50863
NTM,1,NM_001144059,50863
NTM,1,NM_001352001,50863
NTM,1,NM_001352005,50863
RCOR3,1,,55758
RCOR3,1,NM_001136224,55758
RCOR3,1,NM_001136225,55758
RCOR3,1,NM_001350069,55758
RCOR3,1,NM_001136223,55758
RCOR3,1,NM_001350070,55758
RCOR3,1,NM_018254,55758
MIR4261,-1,,100422929
RN7SL66P,1,,
HPCAL1,1,,3241
HPCAL1,1,NM_002149,3241
HPCAL1,1,NM_134421,3241
HPCAL1,1,NM_001258357,3241
HPCAL1,1,NM_001258358,3241
HPCAL1,1,NM_001258359,3241
ODC1,-1,NM_001287188,4953
ODC1,-1,NM_002539,4953
ODC1,-1,NM_001287190,4953
ODC1,-1,NM_001287189,4953
ODC1,-1,,4953
NFRKB,-1,,4798
NFRKB,-1,NM_006165,4798
NFRKB,-1,NM_001143835,4798
C1orf194,-1,NM_001245025,127003
C1orf194,-1,,127003
C1orf194,-1,NM_001366202,127003
C1orf194,-1,NM_001122961,127003
C1orf194,-1,NM_001366200,127003
C1orf194,-1,NM_001366201,127003
RUNX3,-1,NM_004350,864
RUNX3,-1,,864
RUNX3,-1,NM_001320672,864
RUNX3,-1,NM_001031680,864
BOC,1,,91653
BOC,1,NM_001378075,91653
BOC,1,NM_001387925,91653
BOC,1,NM_033254,91653
BOC,1,NM_001387927,91653
BOC,1,NM_001387921,91653
BOC,1,NM_001387928,91653
BOC,1,NM_001301867,91653
BOC,1,NM_001387922,91653
BOC,1,NM_001387923,91653
BOC,1,NM_001301861,91653
BOC,1,NM_001387919,91653
BOC,1,NM_001387932,91653
BOC,1,NM_001387920,91653
BOC,1,NM_001378073,91653
BOC,1,NM_001378074,91653
BOC,1,NM_001387924,91653
BOC,1,NM_001387926,91653
ZCCHC17,1,NM_016505,51538
ZCCHC17,1,,51538
ZCCHC17,1,NM_001282568,51538
ZCCHC17,1,NM_001282567,51538
ZCCHC17,1,NM_001282570,51538
ZCCHC17,1,NM_001282574,51538
ZCCHC17,1,NM_001282572,51538
ZCCHC17,1,NM_001282569,51538
ZCCHC17,1,NM_001282571,51538
ZCCHC17,1,NM_001282573,51538
ZCCHC17,1,NM_001282566,51538
SNORA80B,-1,,100302743
ODC1-DT,1,,
SPEG,1,NM_005876,10290
SPEG,1,,10290
SPEG,1,NM_001173476,10290
PCBP2-OT1,1,,102157401
MAP3K12,-1,NM_001193511,7786
MAP3K12,-1,NM_006301,7786
MAP3K12,-1,,7786
ZBTB38,1,,253461
ZBTB38,1,NM_001387970,253461
ZBTB38,1,NM_001376143,253461
ZBTB38,1,NM_001387966,253461
ZBTB38,1,NM_001387960,253461
ZBTB38,1,NM_001387962,253461
ZBTB38,1,NM_001387967,253461
ZBTB38,1,NM_001376128,253461
ZBTB38,1,NM_001376142,253461
ZBTB38,1,NM_001387959,253461
ZBTB38,1,NM_001387972,253461
ZBTB38,1,NM_001376150,253461
ZBTB38,1,NM_001387974,253461
ZBTB38,1,NM_001376160,253461
ZBTB38,1,NM_001376161,253461
ZBTB38,1,NM_001350099,253461
ZBTB38,1,NM_001376159,253461
ZBTB38,1,NM_001376158,253461
ZBTB38,1,NM_001376162,253461
ZBTB38,1,NM_001376167,253461
ZBTB38,1,NM_001376170,253461
ZBTB38,1,NM_001376171,253461
ZBTB38,1,NM_001376165,253461
ZBTB38,1,NM_001376169,253461
ZBTB38,1,NM_001376163,253461
ZBTB38,1,NM_001376168,253461
ZBTB38,1,NM_001376164,253461
ZBTB38,1,NM_001376177,253461
ZBTB38,1,NM_001376178,253461
ZBTB38,1,NM_001376175,253461
ZBTB38,1,NM_001376174,253461
ZBTB38,1,NM_001376173,253461
ZBTB38,1,NM_001376172,253461
ZBTB38,1,NM_001376179,253461
ZBTB38,1,NM_001376176,253461
ZBTB38,1,NM_001376181,253461
ZBTB38,1,NM_001387978,253461
ZBTB38,1,NM_001376182,253461
ZBTB38,1,NM_001387976,253461
ZBTB38,1,NM_001376187,253461
ZBTB38,1,NM_001376185,253461
ZBTB38,1,NM_001387979,253461
ZBTB38,1,NM_001387980,253461
ZBTB38,1,NM_001376189,253461
ZBTB38,1,NM_001376190,253461
ZBTB38,1,NM_001387957,253461
ZBTB38,1,NM_001376180,253461
ZBTB38,1,NM_001376186,253461
ZBTB38,1,NM_001387977,253461
ZBTB38,1,NM_001350100,253461
ZBTB38,1,NM_001376184,253461
ZBTB38,1,NM_001387975,253461
ZBTB38,1,NM_001376183,253461
ZBTB38,1,NM_001387981,253461
ZBTB38,1,NM_001376188,253461
ZBTB38,1,NM_001080412,253461
ZBTB38,1,NM_001387941,253461
ZBTB38,1,NM_001376112,253461
ZBTB38,1,NM_001387953,253461
ZBTB38,1,NM_001387947,253461
ZBTB38,1,NM_001387948,253461
ZBTB38,1,NM_001376121,253461
ZBTB38,1,NM_001376123,253461
ZBTB38,1,NM_001376124,253461
ZBTB38,1,NM_001376114,253461
ZBTB38,1,NM_001387945,253461
ZBTB38,1,NM_001387950,253461
ZBTB38,1,NM_001376118,253461
ZBTB38,1,NM_001376122,253461
ZBTB38,1,NM_001376117,253461
ZBTB38,1,NM_001376113,253461
ZBTB38,1,NM_001387952,253461
ZBTB38,1,NM_001376120,253461
ZBTB38,1,NM_001376116,253461
ZBTB38,1,NM_001376115,253461
ZBTB38,1,NM_001376119,253461
ZBTB38,1,NM_001376125,253461
ZBTB38,1,NM_001376126,253461
ZBTB38,1,NM_001387968,253461
ZBTB38,1,NM_001387969,253461
ZBTB38,1,NM_001387971,253461
ZBTB38,1,NM_001376127,253461
ZBTB38,1,NM_001376152,253461
ZBTB38,1,NM_001387973,253461
ZBTB38,1,NM_001376157,253461
ZBTB38,1,NM_001376166,253461
GDPD4,-1,,220032
GDPD4,-1,NM_182833,220032
TARBP2,1,,6895
TARBP2,1,NM_004178,6895
TARBP2,1,NM_134323,6895
TARBP2,1,NM_134324,6895
POGK,1,,57645
POGK,1,NM_017542,57645
POGK,1,NM_001314014,57645
BSDC1,-1,NM_018045,55108
BSDC1,-1,,55108
BSDC1,-1,NM_001300958,55108
BSDC1,-1,NM_001143890,55108
BSDC1,-1,NM_001143889,55108
BSDC1,-1,NM_001143888,55108
AMBRA1,-1,NM_017749,55626
AMBRA1,-1,NM_001367470,55626
AMBRA1,-1,NM_001367471,55626
AMBRA1,-1,NM_001267782,55626
AMBRA1,-1,NM_001367469,55626
AMBRA1,-1,NM_001267783,55626
AMBRA1,-1,NM_001300731,55626
AMBRA1,-1,NM_001367468,55626
AMBRA1,-1,,55626
AMBRA1,-1,NM_001387011,55626
ASIC4-AS1,-1,,
TSC22D2,1,NM_014779,9819
TSC22D2,1,,9819
TSC22D2,1,NM_001303264,9819
ASIC4,1,,55515
ASIC4,1,NM_182847,55515
ASIC4,1,NM_018674,55515
TOP2B,-1,NM_001330700,7155
TOP2B,-1,,7155
TOP2B,-1,NM_001068,7155
CHPF,-1,NM_001195731,79586
CHPF,-1,NM_024536,79586
CHPF,-1,,79586
MIR3132,-1,,100423039
OBSL1,-1,NM_015311,23363
OBSL1,-1,,23363
OBSL1,-1,NM_001173431,23363
OBSL1,-1,NM_001173408,23363
KLHDC8A,-1,NM_018203,55220
KLHDC8A,-1,NM_001271863,55220
KLHDC8A,-1,,55220
KLHDC8A,-1,NM_001271864,55220
KLHDC8A,-1,NM_001271865,55220
TBCEL,1,,219899
TBCEL,1,NM_001363644,219899
TBCEL,1,NM_152715,219899
TBCEL,1,NM_001130047,219899
NPFF,-1,NM_003717,8620
NPFF,-1,NM_001320296,8620
ATF7-NPFF,-1,NM_001366560,114108587
ATF7-NPFF,-1,NM_001366559,114108587
ATF7,-1,NM_001366555,11016
ATF7,-1,NM_001366561,11016
ATF7,-1,NM_001130060,11016
ATF7,-1,NM_006856,11016
ATF7,-1,NM_001366556,11016
ATF7,-1,NM_001366558,11016
ATF7,-1,,11016
ATF7,-1,NM_001206683,11016
ATF7,-1,NM_001366563,11016
ATF7,-1,NM_001366562,11016
ATF7,-1,NM_001206682,11016
NEXN,1,,91624
NEXN,1,NM_144573,91624
NEXN,1,NM_001172309,91624
INHA,1,,3623
INHA,1,NM_002191,3623
RN7SKP213,-1,,
STK11IP,1,NM_052902,114790
STK11IP,1,,114790
DKK3,-1,NM_015881,27122
DKK3,-1,,27122
DKK3,-1,NM_013253,27122
DKK3,-1,NM_001330220,27122
DKK3,-1,NM_001018057,27122
ZNF750,-1,NM_024702,79755
ZNF750,-1,,79755
,1,,100652999
PAQR6,-1,NM_001272108,79957
PAQR6,-1,NM_198406,79957
PAQR6,-1,NM_001272104,79957
PAQR6,-1,NM_001272107,79957
PAQR6,-1,NM_024897,79957
PAQR6,-1,NM_001272112,79957
PAQR6,-1,NM_001272106,79957
PAQR6,-1,NM_001272113,79957
PAQR6,-1,NM_001272109,79957
PAQR6,-1,NM_001272111,79957
PAQR6,-1,NM_001272110,79957
PAQR6,-1,,79957
PAQR6,-1,NM_001272105,79957
ATP5MC2,-1,,517
ATP5MC2,-1,NM_001002031,517
ATP5MC2,-1,NM_001369758,517
ATP5MC2,-1,NM_005176,517
ATP5MC2,-1,NM_001369757,517
ATP5MC2,-1,NM_001369756,517
